2019-11-01	48.100
2019-10-01	48.300
2019-09-01	47.800
2019-08-01	49.100
2019-07-01	51.200
2019-06-01	51.700
2019-05-01	52.100
2019-04-01	52.800
2019-03-01	55.300
2019-02-01	54.200
2019-01-01	56.600
2018-12-01	54.300
2018-11-01	58.800
2018-10-01	57.500
2018-09-01	59.500
2018-08-01	60.800
2018-07-01	58.400
2018-06-01	60.000
2018-05-01	58.700
2018-04-01	57.900
2018-03-01	59.300
2018-02-01	60.700
2018-01-01	59.100
2017-12-01	59.300
2017-11-01	58.200
2017-10-01	58.500
2017-09-01	60.200
2017-08-01	59.300
2017-07-01	56.500
2017-06-01	56.700
2017-05-01	55.500
2017-04-01	55.300
2017-03-01	56.600
2017-02-01	57.600
2017-01-01	56.000
2016-12-01	54.500
2016-11-01	53.500
2016-10-01	52.000
2016-09-01	51.700
2016-08-01	49.400
2016-07-01	52.300
2016-06-01	52.800
2016-05-01	51.000
2016-04-01	50.700
2016-03-01	51.700
2016-02-01	49.700
2016-01-01	48.200
2015-12-01	48.000
2015-11-01	48.400
2015-10-01	49.400
2015-09-01	50.200
2015-08-01	51.100
2015-07-01	52.700
2015-06-01	53.500
2015-05-01	52.800
2015-04-01	51.500
2015-03-01	51.500
2015-02-01	52.900
2015-01-01	53.500
2014-12-01	55.100
2014-11-01	57.600
2014-10-01	57.900
2014-09-01	56.100
2014-08-01	58.100
2014-07-01	56.400
2014-06-01	55.700
2014-05-01	55.600
2014-04-01	55.300
2014-03-01	54.400
2014-02-01	54.300
2014-01-01	51.300
2013-12-01	56.500
2013-11-01	57.000
2013-10-01	56.600
2013-09-01	56.000
2013-08-01	56.300
2013-07-01	54.900
2013-06-01	52.500
2013-05-01	50.000
2013-04-01	50.000
2013-03-01	51.500
2013-02-01	53.100
2013-01-01	52.300
2012-12-01	50.400
2012-11-01	49.500
2012-10-01	51.200
2012-09-01	52.200
2012-08-01	51.100
2012-07-01	50.600
2012-06-01	51.000
2012-05-01	53.200
2012-04-01	53.700
2012-03-01	53.000
2012-02-01	52.400
2012-01-01	52.800
2011-12-01	53.100
2011-11-01	52.100
2011-10-01	51.800
2011-09-01	52.800
2011-08-01	53.000
2011-07-01	52.900
2011-06-01	56.600
2011-05-01	53.700
2011-04-01	58.900
2011-03-01	59.100
2011-02-01	59.300
2011-01-01	59.000
2010-12-01	57.500
2010-11-01	57.600
2010-10-01	57.700
2010-09-01	56.300
2010-08-01	58.000
2010-07-01	56.400
2010-06-01	56.400
2010-05-01	58.300
2010-04-01	58.100
2010-03-01	58.800
2010-02-01	55.800
2010-01-01	57.200
2009-12-01	55.300
2009-11-01	54.400
2009-10-01	56.000
2009-09-01	54.400
2009-08-01	53.500
2009-07-01	49.900
2009-06-01	45.800
2009-05-01	41.700
2009-04-01	39.500
2009-03-01	36.000
2009-02-01	35.500
2009-01-01	34.900
2008-12-01	33.100
2008-11-01	36.500
2008-10-01	38.900
2008-09-01	44.800
2008-08-01	49.200
2008-07-01	50.000
2008-06-01	49.800
2008-05-01	48.800
2008-04-01	48.800
2008-03-01	48.300
2008-02-01	47.600
2008-01-01	50.300
2007-12-01	49.000
2007-11-01	50.500
2007-10-01	51.100
2007-09-01	51.000
2007-08-01	50.900
2007-07-01	52.400
2007-06-01	52.600
2007-05-01	52.500
2007-04-01	52.600
2007-03-01	50.700
2007-02-01	51.900
2007-01-01	49.500
2006-12-01	51.400
2006-11-01	50.300
2006-10-01	51.400
2006-09-01	52.200
2006-08-01	53.700
2006-07-01	53.000
2006-06-01	52.000
2006-05-01	53.700
2006-04-01	55.200
2006-03-01	54.300
2006-02-01	55.800
2006-01-01	55.000
2005-12-01	55.100
2005-11-01	56.700
2005-10-01	57.200
2005-09-01	56.800
2005-08-01	52.400
2005-07-01	52.800
2005-06-01	52.400
2005-05-01	50.800
2005-04-01	52.200
2005-03-01	55.200
2005-02-01	55.500
2005-01-01	56.800
2004-12-01	57.200
2004-11-01	56.200
2004-10-01	56.300
2004-09-01	57.400
2004-08-01	58.500
2004-07-01	59.900
2004-06-01	60.500
2004-05-01	61.400
2004-04-01	60.600
2004-03-01	60.600
2004-02-01	59.900
2004-01-01	60.800
2003-12-01	60.100
2003-11-01	58.400
2003-10-01	55.200
2003-09-01	52.400
2003-08-01	53.200
2003-07-01	51.000
2003-06-01	49.000
2003-05-01	49.000
2003-04-01	46.100
